width,length,x,Vmax
920,824,144.67419,48781085.73109
881,357,78.41258,11366811.70267
526,262,55.41142,3477914.61836
107,436,24.90572,550056.96356
700,857,127.78588,34156104.35870
209,925,48.96212,4498055.39992
301,544,62.16491,4609105.74310
598,653,103.94806,18049203.36864
873,430,91.15521,15594524.49118
 59,416,14.18933,168420.03737
420,480,74.50149,6682724.50246
862, 75,18.32417,580026.06194
271,225,40.80315,1108126.37398
398,626,79.20737,8873327.29384
496,216,46.87667,2305081.05761
759, 78,18.97293,547961.05177
 66,928,16.19604,487493.01900
220,716,50.12574,3696020.13374
690,660,112.41658,22755946.87267
216,405,44.99978,1786049.99997
699, 78,18.92525,502367.38972
878,402,86.45490,13964995.58257
339,352,57.55255,3052561.92577
 12,909,2.98995,16254.17939
 41,523,10.04103,105631.70884
 36,264,8.67173,39905.19947
724,466,92.40504,14009968.92984
438,212,45.10251,1910528.00956
958,113,27.36725,1440316.91131
 82,385,19.29087,290151.62375
290,720,63.75735,6137929.75752
679, 16,3.97604,21472.76297
161,331,34.21811,831633.38566
509,340,66.66278,5175851.86420
107,543,25.30089,702615.40906
 82,263,18.65274,188155.93786
 48,615,11.75652,170278.11482
704,648,112.37698,22794432.96689
618,277,59.80661,4691200.01686
902,204,47.78736,4178377.98598
913,924,153.07502,57394288.36294
829,132,31.58056,1664911.04111
992,855,152.65155,57622167.82843
811,852,138.45695,42526428.07193
601,718,108.62683,20873685.51284
783,194,45.12089,3243260.68670
992,232,54.20895,5919342.57871
963, 62,15.24235,447949.79435
289,980,66.13629,8787008.45228
715,639,112.30124,22821803.65047
 82,883,20.00169,708120.00531
848,449,93.69741,16192574.36110
105, 83,15.34728,59648.41207
291,945,66.28681,8531760.09564
531,969,109.92225,25623300.13517
556,809,108.03198,21774961.47571
300,405,56.82648,3085203.84687
656,218,49.22254,3281097.42682
143,898,34.21214,2116575.32193
379, 41,9.95744,75391.29168
 23, 43,4.78634,2148.29760
666,131,30.97942,1291956.51140
989,590,119.53211,31458376.78681
674,998,131.69455,39724244.34273
 59,211,13.57375,79490.07564
522,845,104.74575,20802695.33788
815,697,124.85399,31569407.47196
916,802,142.22410,46487478.96418
587,273,58.53817,4289221.49431
193,697,44.44532,2813827.71041
230,865,53.16668,4988191.18519
970,169,40.24762,3168510.19697
 81,588,19.50394,449631.01832
378,429,66.84813,4822678.66377
236,119,25.10221,320854.30669
805,715,126.00219,32260914.00800
969,984,162.73552,68964458.46750
474,451,77.01171,7318080.13065
229,210,36.48033,780078.16412
491,720,95.64143,15155875.54443
815,131,31.32697,1610829.31877
893,642,122.88515,31514097.00335
822, 32,7.92053,103178.16176
396,201,42.33991,1533247.51319
371,770,79.00214,10298124.00673
293,207,39.85667,1082050.66178
931,308,69.58174,9302447.00598
725,446,89.60048,13047501.82444
688,495,94.72293,14429644.20521
384, 18,4.44582,15189.68634
  3,270,0.74761,302.06481
 20,383,4.93280,18653.34997
724,735,121.57286,28753225.77020
929,694,131.06145,37746870.33843
576,527,91.64483,12370091.26147
818,429,89.71805,14297692.49938
965,509,106.31082,23706107.76693
677, 87,21.00576,600075.04407
350,465,65.91752,4791209.67912
315,368,56.40465,2910321.23235
166,138,25.01248,255200.05188
533, 53,12.90394,177966.35299
416,839,88.06594,14002566.33951
123,980,29.72389,1738940.81499
 47,628,11.52174,166980.57944
743,599,109.91817,21803879.11235
909,412,88.77265,15223887.37865
804,251,57.08828,5388221.13598
273,159,32.41748,635443.20658
171,898,40.51898,2977965.60065
870,540,108.21268,22884836.92036
786,820,133.74329,38315529.75773
453,196,42.58425,1736045.61437
441,886,93.28305,16600623.12380
761,277,61.81273,6042628.70815
602,446,84.47722,10135015.05469
989, 97,23.62590,1106879.97835
453,731,90.81939,13538930.61456
818, 37,9.14293,136832.74639
518, 45,10.99482,125488.02513
213, 72,16.22260,115858.71073
609,531,94.33509,13574011.15222
801,666,120.70672,28679063.58120
485,514,83.14468,9214016.99515
562,317,65.16053,5250985.22002
137,314,29.72197,586781.98212
748,260,58.37628,5278650.58850
752,962,139.65250,45066771.31022
735,222,50.67548,3874097.28939
417,267,53.02643,2653763.51951
787,379,80.71385,10985736.45785
 20,441,4.94184,21552.89942
381,790,81.11601,11140110.45953
210,154,29.27446,423196.54563
896,698,129.79368,36213909.31130
 90,991,21.96568,958366.22585
193,534,43.10972,2061259.31551
904,329,73.41818,10126399.58508
 29,332,7.08446,33394.57292
150,422,33.58003,987082.27326
351, 23,5.65247,22455.87341
493,582,88.66683,11326260.29638
347,857,76.22570,10448176.18652
788,562,107.86607,21374521.16418
133,680,31.46343,1360486.65864
109,761,26.20350,1050797.13052
148,170,26.30994,294558.98275
413,170,37.24544,1204171.45105
234,444,48.88272,2305754.54041
950,676,129.84633,37315239.93820
 79,102,14.72147,52934.20426
346,978,77.50660,12182457.57697
 89,403,20.88446,356316.74826
957,991,162.25910,68398312.97643
149,440,33.56491,1024634.28748
167, 62,13.79686,66175.96989
384, 43,10.43183,83856.36444
454,368,67.38420,5017083.65955
749, 10,2.49150,9300.10499
197,962,46.46782,4202485.81363
204,507,44.85711,2139227.98833
620,188,42.89628,2342135.81008
927,456,96.69314,18628612.98544
212,352,42.83987,1441203.67639
619,498,91.45894,12566611.90309
733,666,116.18282,25222391.00097
918,723,133.88347,39630522.70872
273, 94,21.13059,252260.24334
315,214,41.73514,1261298.93096
312,721,67.78570,7001337.41982
547,259,55.34354,3581327.13901
715,960,135.17343,41451802.04399
 77,699,18.69027,489928.15462
578,968,117.07220,29542040.81903
603,103,24.55533,732945.43894
429,460,73.94816,6487730.37695
993,539,111.83112,27130369.04483
649,234,52.28488,3684292.58363
548, 39,9.57017,100515.23745
470,271,55.39634,3187928.74584
418, 22,5.42553,24627.99495
817, 79,19.24918,606938.06330
556,723,103.89154,18638895.38726
583,987,118.42659,30750759.23939
766,562,106.81636,20554318.26094
744,662,116.57028,25539020.50297
279,590,59.63228,4483937.93919
133,475,30.59518,909151.72226
249,365,48.49666,1975696.00615
687,589,105.39651,18982417.75061
308,447,59.79506,3688593.18581
525,848,105.28286,21101968.79839
918,705,131.79969,38070714.68806
386,700,79.78558,9763255.73613
704,973,134.45653,41189283.27567
 72,808,17.58089,500527.66356
735,933,136.09237,41621862.56080
546,818,107.07748,21456504.68883
228,502,49.10770,2573490.13802
114,286,25.10382,377605.41246
650,774,117.32443,26283031.81510
588,518,91.61438,12414277.09866
411,142,31.90706,866118.21423
916,393,85.51027,14140845.17100
745,246,55.58768,4750255.13966
532,637,96.24469,14524870.96919
582,270,57.92250,4162318.03384
321,737,69.66225,7564135.76436
197, 45,10.53310,44352.40232
392,117,26.74099,574984.61629
558,493,87.08212,10657159.15627
 38,464,9.29729,80359.07370
809,571,109.97872,22741290.64595
835,639,119.61752,28488820.93383
938,169,40.17360,3054532.27064
379,809,81.15348,11372352.09156
485,619,89.98878,12050550.13849
704,181,41.96513,2525881.52904
996, 27,6.70356,89534.53792
789,656,118.89597,27407857.79850
943,861,149.86806,54108481.45223
295,261,46.07389,1578125.07703
175,343,36.82185,1005271.77848
704,685,115.71741,24802766.77834
 29,347,7.09191,34970.66514
194,887,45.55530,3730458.95750
958,477,100.89078,20997919.75413
 22, 41,4.57466,1872.42159
389,494,72.03864,6174001.35830
396,190,40.49321,1390567.52948
553,822,108.18367,22056025.05435
257,448,52.60309,2737148.31238
804,734,127.76894,33528914.24674
483,536,84.57264,9737616.42168
757,829,131.75862,36768032.55849
152,237,30.17230,488532.42237
345,293,52.63926,2368812.54950
827,834,138.41289,42429487.57581
 57, 66,10.16674,17023.51854
946,  4,0.99886,1888.00211
838,785,135.03373,39490201.86053
374,178,37.99667,1155048.00614
570,651,101.08039,16688439.97036
578,396,77.02134,7900816.47267
410,295,56.44994,3054052.81948
987,290,66.39033,8916208.09737
225,988,52.67959,5562957.93311
668,  5,1.24754,2079.69482
159,742,37.39010,2101066.30552
369,388,63.02355,4010958.42746
 14,727,3.48288,17640.41680
759,746,125.40253,31558244.26640
815,739,129.03613,34561295.04649
370,646,75.76266,8184655.12150
 41,200,9.66988,37839.63442
751,782,127.67157,33327525.22349
918,622,121.40838,31082751.09263
177,253,34.19151,685626.58174
609,480,88.85943,11584439.91321
819,839,138.13642,42187872.91512
990,983,164.41349,71112377.73891
798, 65,15.90541,404461.70261
408,890,87.72487,14577140.65430
307,707,66.65935,6641785.24871
522,369,71.03532,6124461.17112
815,836,137.54986,41654254.12049
235, 27,6.54452,20202.89717
160,488,36.18524,1317917.65505
187,632,42.77909,2371332.77326
655,830,121.19834,29384183.71566
378,717,78.95882,9715422.09391
363,430,65.37929,4543615.63327
299,110,24.51020,373625.05769
378,438,67.45056,4969959.49493
933,300,68.00354,8888144.02180
124,994,29.97220,1793281.44127
 32,380,7.82422,46614.48377
116,695,27.68774,1073645.54214
792,910,140.81429,45159539.04213
767, 60,14.69498,331787.26766
960,819,146.85951,51398585.38690
230, 87,19.30891,178790.60270
409,164,36.08107,1116148.71360
 59,161,13.15311,57921.67721
 38,382,9.25167,65566.31506
361,102,23.44311,405847.06795
486,785,97.46163,16739777.00869
473,508,81.59390,8716433.69868
800,846,137.00597,41219464.06067
 40, 74,8.30609,11148.23469
862, 51,12.55571,272030.21682
536,692,99.88529,16531216.50351
124,197,24.74918,271971.56247
  8,456,1.99098,3616.07077
192,199,32.56727,553086.79263
265,397,51.96907,2452996.66021
676,359,74.86492,8245071.32689
771, 29,7.18044,79534.36535
371, 55,13.20199,130093.39538
418,625,81.92457,9601714.24963
600,548,95.37256,13944260.15454
 25,573,6.18020,43794.50583
286,890,64.83461,7706442.98445
367,329,57.74101,3100900.74113
568,469,85.24308,10115232.23578
456,959,97.35811,19441923.39836
 57,293,13.48856,107730.06686
390,445,69.13177,5338130.64217
508,177,39.72841,1660705.72203
891,466,97.51642,18390060.42115
173,581,39.55016,1863928.61557
833,550,108.22527,22256498.57701
  7,679,1.74535,4137.46525
875,115,27.74255,1353097.02675
760,890,136.22551,41015508.80365
917,869,148.67208,52664093.01703
904,253,58.20278,6261514.52531
660, 51,12.49398,206375.04420
252,697,56.28576,4586500.01168
744,968,139.04890,44694064.21230
563,258,55.47679,3687642.51863
694,604,107.38930,20030598.48251
321,104,23.55345,367024.63834
639,844,120.09036,28919532.48263
261,372,50.37037,2189691.06742
777,109,26.22648,1074524.86169
838, 37,9.14554,140254.79979
542,724,102.27853,17927621.38299
  8, 89,1.95209,680.37591
906, 28,6.94499,87421.38273
890,614,119.15442,29173125.69574
649,446,86.66103,11240531.88671
283, 23,5.62810,17960.98276
649,795,118.50194,27242676.00612
110,775,26.45410,1090584.04523
958,  3,0.74933,1076.06315
 14,761,3.48365,18473.39801
 80,508,19.14977,375081.28348
482,993,102.48567,22373290.34896
756,902,136.56876,41469663.45138
676,  0,0.00000,-0.00000
946, 79,19.32023,707518.67844
864,404,86.53829,13807218.70732
 92,650,22.12782,639955.95589
967,545,112.04962,26712340.15063
612,256,55.93973,4032003.84873
100,608,23.88646,698894.51896
413,633,81.56272,9576254.39954
853,943,149.10389,53338294.49242
 22,255,5.37589,14769.49286
211,973,49.57716,4845466.58188
904,922,152.14440,56361638.13896
176,316,36.29049,913582.47464
778,671,119.76624,27825439.70266
715,375,78.42397,9549061.13555
105,397,24.28328,477489.36208
812,964,146.38263,51018503.19267
793,826,134.83252,39256425.37120
984, 30,7.44188,109019.02978
708,337,71.93627,7837348.96143
114,667,27.17693,993098.76286
861,414,88.19483,14346696.71030
491,894,101.58724,20199323.83271
426, 19,4.69566,18797.00633
122,718,29.09302,1224971.54676
782,863,136.58559,40992327.12251
321,883,71.64385,9418012.09513
613,929,120.64528,30840322.59346
  2, 14,0.47484,6.50864
820,368,79.43627,10982851.25862
 45,971,11.11654,240122.82857
544,449,81.62146,8880743.89432
984,942,160.38548,66081566.73815
772,230,52.57816,4377195.91256
932,105,25.46853,1213138.74209
774,399,83.76471,11758898.10706
459,881,96.13446,17660475.64732
489,127,29.41900,862585.73932
887,446,94.13847,16952177.50932
 34,698,8.39384,98419.82579
349,916,77.37777,11441658.88035
378,280,53.03802,2508384.99431
423,673,84.46337,10817353.56940
278,353,51.48035,2253125.24256
402,486,73.01316,6353920.15998
 44,588,10.78632,137023.69595
811,902,142.14691,46247449.18400
874, 26,6.45085,72758.64600
485,250,52.48494,2892750.18597
921,299,67.70067,8701085.63293
 72,554,17.37662,336068.33917
135,828,32.26087,1735912.87252
637, 48,11.76523,176611.60238
596,669,104.89127,18603284.99013
194, 72,16.02308,103680.18822
596,840,114.59172,25675149.12407
 12,747,2.98775,13338.21860
285,925,64.91609,8009636.52583
193,564,43.41974,2199453.36914
192, 65,14.64254,85092.92996
600,571,97.49347,14847300.04797
767, 46,11.32227,196834.99384
611,430,82.90139,9750850.53851
380,543,73.39876,6781707.85710
501,457,79.58096,8102328.32643
667,828,122.43446,30138191.51219
507,724,97.90816,16092394.82427
342, 29,7.08950,34445.29312
209,436,44.55074,1852981.96114
436,582,82.25498,9323140.34002
321,354,56.04847,2832369.60662
153,266,31.29478,575524.37899
627,759,113.93901,24153071.20581
703,745,120.51438,28058184.30413
387,558,74.97258,7252200.73626
251,233,40.24942,1046550.31248
929,350,77.72583,11697158.00444
325,818,71.60463,8783790.65601
352,303,54.12680,2569330.66676
331, 81,18.85816,239392.96887
352,237,46.35238,1734277.49076
424,393,67.93627,5033091.30457
647,101,24.18672,761970.12061
866,115,27.73141,1338237.36956
364,325,57.14116,3006763.84987
377,747,79.51148,10190628.17387
202,278,38.52279,967312.76556
668,861,124.40691,31925299.53273
275,475,56.15518,3313483.95728
206,510,45.26937,2192464.65209
 38,342,9.22107,58351.84687
169,472,37.79672,1399498.13588
235,168,32.21832,569108.09845
 78,336,18.23558,226833.93460
179,826,42.06034,2960585.49954
736,969,138.15735,43991683.44546
415,806,87.14662,13251174.07341
930, 21,5.21995,50689.08978
150,167,26.30246,293049.33070
477,920,100.01245,19944000.25093
167,943,39.73607,3003361.27139
648,859,121.94314,30312124.99538
246,931,56.89755,6147125.50528
104,360,23.84997,419342.38649
931,313,70.57240,9579548.62575
305, 96,21.81422,298602.56171
755,415,85.84594,12183565.02685
884,684,127.51578,34404727.90489
 55,198,12.66151,64884.30407
835,841,139.66389,43589889.08614
597,950,119.21316,30417427.68399
891,363,79.66217,11871616.88192
790,651,118.41876,27129636.61583
497,734,97.02993,15871141.17189
298,953,67.76582,9000164.49013
819,379,81.34485,11548258.11764
373,728,78.41142,9681885.86408
 25,223,6.06455,16459.78464
566,498,88.12494,11051056.75780
145,280,30.40990,561081.90666
326,539,65.80073,5211265.24873
108,993,26.22548,1370192.06489
499,662,93.93038,13856921.76832
459,907,96.74919,18327763.68829
691,922,130.34307,37092055.86421
 90,545,21.49343,507271.04172
852,876,143.95825,47755010.99970
822,858,139.90352,43858655.61783
982,477,101.40788,21664783.40407
419,524,77.13509,7549867.57743
324,532,65.27285,5069289.30433
527,185,41.48364,1879452.24294
154,219,29.69791,448415.35306
956,556,113.40217,27221969.38449
804,436,90.48088,14377283.00372
852,187,43.90059,3327999.29671
673, 23,5.69992,43744.99198
154,294,32.21508,662423.67258
704,542,101.23295,17238749.42866
674,100,24.00305,781248.01268
597,451,84.82670,10198927.30469
405, 93,21.76050,389200.02185
494,574,88.25392,11137701.58025
594,933,118.16667,29444113.51852
 34,124,7.83638,15557.87339
941,547,111.58113,25938478.80127
  9,671,2.24229,6748.38939
927,409,88.55768,15399005.37281
643,569,100.43668,16346932.86679
174,299,35.48336,833682.13888
627,681,108.72157,20641104.48870
754,416,85.97542,12212688.78280
437, 31,7.60746,50649.79337
317,786,69.67897,8004080.95168
766,996,143.12718,48734429.26708
290,526,59.94503,4141202.74054
331,408,60.58829,3646340.88339
496,366,69.42290,5632215.77034
496,619,91.23566,12486901.16656
368,259,49.93253,2130602.95899
373,772,79.38356,10428987.09267
276,457,55.73083,3168537.59948
766,640,115.76351,25273231.45130
958,902,154.78931,59460562.57764
948,810,145.15202,49613241.06135
614,954,121.75491,32049500.47936
710,768,122.88238,29791604.45025
424, 84,19.85563,337936.15291
634,997,126.16744,35858389.07535
601,741,110.02225,21835110.68203
780,116,27.84066,1216356.95085
750,187,43.46993,2884051.21308
351,677,73.59446,7946830.49825
272,979,62.61783,7846149.34572
918,813,143.45595,47628514.36301
682,102,24.47437,821951.32900
300,829,66.99852,7729790.00273
216,425,45.48688,1899625.12258
245,103,22.48790,261000.05862
584,762,109.26175,21702430.75665
581,245,53.46421,3499543.28296
919,406,87.88766,15038340.09533
390,917,84.98422,13968900.39207
898,129,31.00764,1736372.10046
212,871,49.37941,4318204.83665
156,  9,2.21609,1534.27561
573,700,104.51111,18676658.16272
702,423,85.46679,11440927.33991
398,349,61.84931,3822317.01164
951,879,152.14623,56547839.27844
750,902,135.92935,40955048.32633
422,613,81.95107,9499046.58607
318,619,66.81034,5979118.48579
222,598,49.40382,3038171.15250
188,950,44.44223,3793141.29730
993,103,25.04723,1249479.23416
351,262,49.49263,2033262.03200
205,114,23.51501,248771.08492
401,368,63.90636,4193286.72917
284,309,49.28483,1923102.42001
746,984,140.13031,45928990.24705
538,719,101.54117,17545292.20879
284,225,41.56995,1184495.56336
434,531,79.20682,8132933.99974
897,223,51.85116,4907119.77905
447,142,32.23321,956011.15523
739,153,36.06314,1944977.40798
936,  4,0.99885,1868.00213
673,177,40.95560,2301947.36905
216,932,50.50553,4826032.55339
703,534,100.23641,16800271.16821
752,552,104.89756,19463234.12329
965,137,32.94711,2106362.04378
752,867,133.89933,38848760.49653
121,647,28.70192,1076208.67698
702,226,51.22198,3794461.27846
646,473,89.96447,12288421.45144
443,555,81.60994,8945452.32751
390,416,67.06172,4836867.09498
715,419,85.29075,11535030.39168
938,249,57.56733,6341222.65100
875,494,101.52063,19848528.65282
638, 78,18.86707,456021.25306
907,454,95.91904,17983690.27112
108,896,26.13677,1228895.74608
434,677,86.16219,11378691.31875
242,330,46.00312,1642200.00672
502,524,85.44090,9990080.06665
451,910,95.48436,17852770.38084
  0,465,0.00000,-0.00000
961,988,162.36984,68521082.98001
739, 32,7.91141,92555.32778
634,242,53.64006,3806279.29500
870,930,149.75012,53865112.43756
562,386,75.01591,7292400.25702
684,920,129.39445,36379805.90536
108,743,25.94667,1006099.93895
 49,764,12.04714,222003.30675
377, 95,22.06378,373628.78373
651,263,57.79382,4561458.12946
821,501,100.87601,18693202.99394
  3, 84,0.74223,92.82002
735,299,65.63257,6646438.55222
962, 98,23.84388,1096844.63325
602,742,110.19157,21934490.20648
305,575,63.62118,5063758.67745
138,527,31.94383,1096386.96862
852,347,76.15477,10374035.61375
917,212,49.57956,4575493.55264
779,149,35.29657,1960511.18380
710,585,106.41874,19690154.64285
 22,522,5.44067,30919.08061
297,444,58.20624,3443377.42439
238,827,54.60122,5047914.14659
584,440,82.83840,9506183.45460
314,670,67.23038,6464221.75335
843,314,69.84463,8562575.56234
865,778,136.34193,40808081.16154
334,  6,1.49297,1489.53055
924,171,40.58709,3072747.94410
262,429,52.74162,2670613.86255
792,870,138.04308,42297555.10822
419,174,38.06695,1277335.29022
532,  8,1.99228,4224.06058
160, 32,7.55906,18488.54243
637,839,119.59150,28536612.73099
 30,417,7.36003,45240.73063
587,887,115.42438,26973416.91247
215,491,46.61466,2257865.25193
170,233,32.37365,573306.61752
539, 71,17.12642,317661.26029
461,421,73.27342,6323691.30492
461,355,66.29986,4842297.40797
 86,271,19.52364,212628.27552
459,911,96.84042,18430525.11842
250,612,54.84022,3865427.14534
736,240,54.31322,4476511.77921
488,819,98.89895,17828924.53724
928,839,146.69063,50793079.54474
230,710,52.09068,3970522.35011
 83,509,19.83423,403365.92696
403,525,75.35366,7115744.32536
608,553,96.42472,14417106.57582
498,875,102.13598,20121976.16314
 96,351,22.13326,351219.20946
399,109,25.13331,514787.74725
426,532,78.38032,7918701.42769
950,743,137.95426,43436607.60712
136,626,31.95075,1294850.75038
980, 30,7.44164,108569.05684
147,524,33.80949,1224849.89525
377,548,73.22809,6778976.64703
 33, 41,6.05739,3654.26695
  4,831,0.99870,1658.00240
168,544,38.25645,1636191.60459
758,722,123.22382,29976650.31977
 70,335,16.48913,184371.06899
802,609,114.32840,24931272.62637
765,898,137.25996,41974721.60709
847,185,43.44609,3239884.46694
704,423,85.53286,11484019.33583
637,219,49.23994,3195795.67288
 56,916,13.77936,348182.47955
499,394,72.88892,6390723.20440
107,208,22.47319,227385.25055
878,907,148.69103,52629950.25286
821,961,147.13136,51671854.08254
 98,646,23.49946,717901.50019
343,532,67.98057,5574096.34684
231,263,40.90805,1105733.17076
 11,668,2.73847,10020.48513
859,885,145.28480,49090616.68630
975, 90,21.95652,942175.51574
337,904,74.95187,10574853.65062
631,122,28.88163,1063504.20148
748,974,139.83901,45470925.70666
 23,871,5.71145,56836.98090
 72,887,17.61969,551694.49178
512,640,94.23825,13766178.72073
 93,366,21.58392,347229.66939
377,382,63.24568,4048173.95033
959,491,103.23358,22104405.75543
891,455,95.71872,17648473.93835
745,821,130.03967,35371052.48513
704,778,123.03888,29969690.26097
127,175,24.22994,240808.68225
894,638,122.42684,31244491.01301
782,177,41.46011,2726801.24780
187,531,41.91458,1933728.77888
752,626,113.40201,23775425.86226
515,312,62.94640,4558304.56506
657,745,116.14481,25290929.62989
 56,326,13.34632,117072.69852
498, 18,4.45844,19806.17684
786,165,38.85563,2402273.86872
 10,556,2.48852,6887.64176
197,960,46.46148,4192814.59444
919, 74,18.11239,603994.37912
457,145,32.91879,1019342.30756
533,176,39.76990,1739569.69111
 11,961,2.74201,14452.05720
  0,240,0.00000,-0.00000
425,778,88.04508,13191026.75665
 30,310,7.30943,33208.92358
870,205,47.87226,4049593.65939
242, 56,13.09522,84244.01252
304,796,67.37729,7540378.40646
701,597,107.12991,19957769.16597
259,127,26.94723,404056.23207
292, 77,17.81237,188946.37204
671,983,130.66304,38630656.31814
609,334,69.12755,6369821.23419
552,875,110.10425,23920616.69292
834,685,124.76929,31755081.89169
482,852,99.00395,18387864.02431
810,195,45.45994,3402310.33733
499, 93,22.06453,490493.84915
913,579,115.31418,27412363.17396
802,247,56.26316,5216498.68786
367,  8,1.98877,2904.08812
295,669,63.88054,5782224.52960
731,315,68.48728,7242642.20155
630,598,102.22903,17120152.59673
768,757,127.07331,32834842.22175
395,324,59.04638,3366659.58393
764,805,130.61605,35708997.19343
278,258,44.57319,1421377.40163
 26,389,6.38753,31781.48931
727,327,70.55695,7684222.10849
 45, 18,3.95964,1480.11484
515,934,106.45146,23189526.80339
613, 43,10.55469,136755.56303
591,474,87.15745,10883726.94103
371,691,77.17210,8972768.55560
302,882,67.93677,8420854.18712
578,180,40.95104,1992930.44092
992,896,156.72426,61951715.93512
498,296,60.02748,3991680.66365
 99,482,23.34714,531590.54282
907,371,81.36563,12612316.47192
687,406,82.46100,10378666.80765
435,381,67.55458,4981502.46413
797, 82,19.94523,635884.53754
927,581,116.10678,28136398.54073
559,465,84.26130,9754738.94847
935,132,31.75212,1895403.57105
324,970,73.11094,10707077.09191
227,767,51.92843,4240554.96791
270,576,57.80730,4108756.98342
110, 54,11.45450,31015.87978
813,210,48.66907,3924079.86103
951,839,148.29316,52638574.93012
939,525,108.15165,24127993.54842
209,315,41.06361,1213233.26764
 96,571,22.90539,603759.44840
448,526,80.38943,8432789.48262
165,500,37.28707,1434414.91165
995,  1,0.24986,124.31250
124,901,29.85915,1614753.50598
799,377,80.61322,11093561.79007
633,222,49.78659,3251350.56381
559,757,106.00393,20046190.02223
880,369,80.59948,12038951.18425
990,411,89.92154,16839910.58168
280,854,63.32439,7063214.93269
851,143,34.12053,1996672.97551
 10,355,2.48193,4375.22316
788,966,143.92578,48816009.78712
213,537,46.94056,2477702.29001
900,664,125.95536,33638979.20755
470,425,74.30087,6600437.52896
685,279,61.23049,5391914.51070
 49,253,11.59850,68774.54458
240,713,54.10486,4312453.85516
550,771,105.55477,20028124.14327
316,868,70.51403,8969362.80371
 85, 45,9.38983,16303.74803
611,645,104.55156,18315927.35904
828,714,127.45068,33533396.26543
731,595,108.76984,21080780.22372
 47, 34,6.49217,4641.00268
416,357,63.85600,4220944.11145
548,407,77.02216,7675514.49089
708,441,88.28529,12406340.99134
669,979,130.22791,38229320.15117
170,708,39.63999,2260965.64377
559,479,85.73254,10217648.75123
849,428,90.28925,14932203.21476
 25,937,6.20767,72229.86317
770,841,133.85934,38544595.91514
987,383,84.68659,14791954.09783
474,466,78.32466,7689339.32732
233,171,32.49723,578760.00233
 99,646,23.72820,732040.87884
897,391,84.84158,13656734.03439
  3,153,0.74577,170.44160
576,953,116.28351,28770917.81498
 64, 71,11.20356,22643.71484
809,233,53.44998,4732185.59449
807,638,117.97073,27085957.25429
337,207,41.60323,1307090.31117
400,654,80.48892,9485073.63680
 78,264,17.84612,172379.06235
 58,538,14.08779,214207.91285
494,641,92.23257,13033703.03571
154,348,33.32645,818992.61904
353,281,51.82071,2291816.69162
269,726,59.87947,5417658.42528
751, 55,13.48886,273672.17653
676, 21,5.20848,36687.97027
527,965,109.18350,25159763.44253
118,371,26.78154,547807.22586
951,217,50.79907,4979454.60922
993,774,143.89530,49338739.77448
619,550,96.90877,14676109.74908
232,999,54.23825,5966238.93390
459, 74,17.69342,289412.02690
209,615,47.06030,2816008.95866
 73,540,17.59094,335833.42450
533,457,81.77375,8865645.00812
691,175,40.62676,2322290.04346
590,676,104.77214,18593466.06901
642,377,76.69963,8379548.63204
785, 49,12.05273,228304.25271
 85,202,18.55500,146521.08087
321,625,67.44442,6151953.32647
998,276,63.56684,8240974.49685
489,268,55.47683,3293703.44833
910,825,144.06365,48098023.07393
539,931,110.06443,24948996.74196
 80,840,19.50084,640399.50139
957,423,91.55949,16997045.89794
899, 72,17.62497,559467.07030
967,628,124.19629,33879345.57431
581,693,104.94283,18815269.19353
337,369,58.65209,3243256.44224
679,781,120.77905,28500774.68725
920,118,28.49270,1500325.59009
 61,212,13.99429,85008.01052
509,296,60.37380,4107964.05559
 56,131,12.19158,41096.44550
930,630,122.97801,32306688.78826
590,806,112.22801,23857419.25458
465,954,98.78735,19983422.62880
 29,120,6.75792,11142.57859
227,520,49.24305,2667515.47902
342,924,76.14072,11147712.10003
145,648,33.99308,1518440.05431
847,486,99.46967,18504613.34515
467,875,97.27553,18033676.30877
775,779,129.49861,34747440.00256
360,344,58.62101,3226928.86154
103,810,24.87872,1007022.42078
855,603,116.17226,26811473.23452
344,713,73.23277,8195485.04881
476,538,84.02730,9572640.76869
450,  5,1.24633,1398.44838
391,595,77.04996,8047811.63049
 69,765,16.84323,434980.96154
165,968,39.34068,3019978.46946
934,296,67.20900,8683272.32878
899,946,153.60033,58067226.62430
637,158,36.74454,1749878.84513
  4, 64,0.98262,124.03204
621, 22,5.45030,36907.99970
615, 85,20.46435,517749.45647
972,630,124.66580,34295190.51955
694,240,53.92122,4177015.55213
448,564,82.68719,9315688.73731
129,813,30.86802,1559853.31372
191,232,34.75634,686095.33171
563, 85,20.38659,470857.48083
 43,393,10.43950,85934.71357
625,487,90.54997,12295694.85549
798,487,98.05514,17167840.25389
376,484,69.99073,5682880.07270
618,601,101.55358,16764758.51720
962,877,152.75961,57310234.48567
 16,541,3.96984,17056.96047
 93,532,22.14399,526084.46224
657,507,94.61300,14063883.26959
395,584,77.14310,7979531.19547
320,211,41.53609,1258944.74527
462,791,94.12550,15530889.72706
253,494,53.19005,3022938.99365
286,174,35.06374,786242.04900
 11,128,2.68772,1853.74520
331,634,69.29343,6605326.77336
432,386,67.84389,5032019.96527
200,706,45.95544,3050354.48852
288, 18,4.42720,11302.43794
911,674,127.72540,35045243.29594
425,285,55.81091,3032370.74066
244,708,54.84405,4407290.23885
444,633,85.69554,10783816.13296
758,718,122.86447,29724699.09031
119, 47,10.36386,26757.79572
